source_text;ipa
naaɗaade;n aː ɗ aː d e
naafikaade;n aː f i k aː d e
naafikaare;n aː f i k aː r e
naahu;n aː h u
naalaade;n aː l aː d e
naalaaku;n aː l aː k u
naam;n aː m
naamnal;n aː m n a l
naana;n aː n a
naanaande;n aː n aː n d e
naandude;n aː n d u d e
naaneeri;n aː n eː r i
naanen;n aː n e n
naange;n aː ŋ ɡ e
naarude;n aː r u d e
naarugal;n aː r u ɡ a l
naatidinde;n aː t i d i n d e
naatirka;n aː t i r k a
naatondirde;n aː t o n d i r d e
naatondirde leyɗe ndewgu;n aː t o n d i r d e   l e j ɗ e   n d e w ɡ u
naatondirgol;n aː t o n d i r ɡ o l
naatonndirgol;n aː t o n n d i r ɡ o l
naatta barkewal;n aː t t a   b a r k e w a l
naattingol;n aː t t i ŋ ɡ o l
naatude;n aː t u d e
naatuɗo;n aː t u ɗ o
naatugol;n aː t u ɡ o l
naaw;n aː w
naawaaɗo;n aː w aː ɗ o
naawalla;n aː w a l l a
naawɗo;n aː w ɗ o
naaweede;n aː w eː d e
naawi sanne;n aː w i   s a n n e
naawu;n aː w u
naawu noppi;n aː w u   n o p p i
naawude;n aː w u d e
naawuɗo;n aː w u ɗ o
naayaade;n aː j aː d e
naayannde;n aː j a n n d e
nabboowol;n a b b oː w o l
naɓoowel-ƴiiƴam;n a ɓ oː w e l - ʔʲ iː ʔʲ a m
naɓoowol ƴiiƴam;n a ɓ oː w o l   ʔʲ iː ʔʲ a m
naɗɗe leydi;n a ɗ ɗ e   l e j d i
naɗɗere;n a ɗ ɗ e r e
naɗɗere leydi;n a ɗ ɗ e r e   l e j d i
naɗɗinaade;n a ɗ ɗ i n aː d e
nafaa1;n a f aː 1
nafaa2;n a f aː 2
nafaa finaatawaa;n a f aː   f i n aː t a w aː
nafaa leydi;n a f aː   l e j d i
nafaa neemaaji;n a f aː   n eː m aː ɟ i
nafaaji;n a f aː ɟ i
nafakka;n a f a k k a
nafoore;n a f oː r e
nafoowo;n a f oː w o
naftoraade;n a f t o r aː d e
nafude;n a f u d e
nagalu;n a ɡ a l u
nagga;n a ɡ ɡ a
naggal;n a ɡ ɡ a l
nagge;n a ɡ ɡ e
nagge ladde;n a ɡ ɡ e   l a d d e
naggi;n a ɡ ɡ i
najru gooto gooto;n a ɟ r u   ɡ oː t o   ɡ oː t o
nakkisal;n a k k i s a l
nakkitaaɗe;n a k k i t aː ɗ e
namarde;n a m a r d e
nameede;n a m eː d e
naminde;n a m i n d e
nammaadi;n a m m aː d i
nammba;n a m m b a
nammbal;n a m m b a l
nammbude;n a m m b u d e
nampuutere;n a m p uː t e r e
namtiiri;n a m t iː r i
namu;n a m u
namude;n a m u d e
nanande;n a n a n d e
nananeede;n a n a n eː d e
nanaraaku;n a n a r aː k u
nanarɗinde;n a n a r ɗ i n d e
nandinde;n a n d i n d e
nandude;n a n d u d e
nani;n a n i
nannangu;n a n n a ŋ ɡ u
nanndinde;n a n n d i n d e
nanndineede;n a n n d i n eː d e
nanndol;n a n n d o l
nanndude;n a n n d u d e
nanndugol;n a n n d u ɡ o l
nanndugol mase ley harfeere;n a n n d u ɡ o l   m a s e   l e j   h a r f eː r e
nanneede;n a n n eː d e
nanngande;n a n ŋ ɡ a n d e
nanngeede;n a n ŋ ɡ eː d e
nanngegol-lewru;n a n ŋ ɡ e ɡ o l - l e w r u
nanngegol-naange;n a n ŋ ɡ e ɡ o l - n aː ŋ ɡ e
nanngere;n a n ŋ ɡ e r e
nannginde;n a n ŋ ɡ i n d e
nannginirgal;n a n ŋ ɡ i n i r ɡ a l
nanngirgal foto;n a n ŋ ɡ i r ɡ a l   f o t o
nanngitaade;n a n ŋ ɡ i t aː d e
nanngude;n a n ŋ ɡ u d e
nannude1;n a n n u d e 1
nannude2;n a n n u d e 2
nannude3;n a n n u d e 3
nannude ley suudu rewru;n a n n u d e   l e j   s uː d u   r e w r u
nannude ley suudu wordu;n a n n u d e   l e j   s uː d u   w o r d u
nannugol;n a n n u ɡ o l
nano;n a n o
nanol;n a n o l
nantaade;n a n t aː d e
nantaare;n a n t aː r e
nantinaade;n a n t i n aː d e
nantinde;n a n t i n d e
nantingol;n a n t i ŋ ɡ o l
nantinoore;n a n t i n oː r e
nantinoowo;n a n t i n oː w o
nanude;n a n u d e
nareehi;n a r eː h i
nareeho;n a r eː h o
nareere;n a r eː r e
nareeri;n a r eː r i
narrude;n a r r u d e
nasi;n a s i
nasonalitti;n a s o n a l i t t i
natal;n a t a l
natal leydi;n a t a l   l e j d i
Natanayel;n a t a n a j e l
natirgal;n a t i r ɡ a l
natl-a;n a t l - a
natoowo;n a t oː w o
natta-barkewal;n a t t a - b a r k e w a l
nattaaɗo;n a t t aː ɗ o
natude;n a t u d e
nawki;n a w k i
nawkowol;n a w k o w o l
nawla;n a w l a
nawliiri;n a w l iː r i
nawliiru;n a w l iː r u
nawlinɗo;n a w l i n ɗ o
nawlirde;n a w l i r d e
nawlireede;n a w l i r eː d e
nawnaade;n a w n aː d e
nawneede;n a w n eː d e
nawnitaade;n a w n i t aː d e
nawnude;n a w n u d e
nawtoraade;n a w t o r aː d e
nawtoragol;n a w t o r a ɡ o l
nay;n a j
nayaɓere;n a j a ɓ e r e
nayɓal;n a j ɓ a l
nayɓita aɗo juunaaɗo coɓɓuli;n a j ɓ i t a   a ɗ o   ɟ uː n aː ɗ o   c o ɓ ɓ u l i
nayɓitaaɗo buuriɗo;n a j ɓ i t aː ɗ o   b uː r i ɗ o
nayeejo;n a j eː ɟ o
nayeewu;n a j eː w u
nayikiɓɓal;n a j i k i ɓ ɓ a l
nayikiɓɓal portingal;n a j i k i ɓ ɓ a l   p o r t i ŋ ɡ a l
nayiwal;n a j i w a l
nayiyal dartiingal;n a j i j a l   d a r t iː ŋ ɡ a l
naykiɓɓal;n a j k i ɓ ɓ a l
nayo;n a j o
nayoy;n a j o j
naypotal;n a j p o t a l
naywude;n a j w u d e
ndaaɓoowu;n d aː ɓ oː w u
ndaada;n d aː d a
ndaaɗe juuɗe;n d aː ɗ e   ɟ uː ɗ e
ndaakude;n d aː k u d e
ndaaneeri;n d aː n eː r i
ndaarande nokku;n d aː r a n d e   n o k k u
ndaarangol cellal;n d aː r a ŋ ɡ o l   c e l l a l
ndaarangol sukaaɓe;n d aː r a ŋ ɡ o l   s u k aː ɓ e
ndaarangol-nokku;n d aː r a ŋ ɡ o l - n o k k u
ndaarɗe;n d aː r ɗ e
ndaareede;n d aː r eː d e
ndaaritaade;n d aː r i t aː d e
ndaarngal;n d aː r ŋ ɡ a l
ndaarnude;n d aː r n u d e
ndaaroowo;n d aː r oː w o
ndaartaade;n d aː r t aː d e
ndaartinaade;n d aː r t i n aː d e
ndaartindaade;n d aː r t i n d aː d e
ndaartindagol;n d aː r t i n d a ɡ o l
ndaarude;n d aː r u d e
ndaarugol;n d aː r u ɡ o l
ndaasotoondi;n d aː s o t oː n d i
ndaɓɓa;n d a ɓ ɓ a
ndaɓɓa ndariiku;n d a ɓ ɓ a   n d a r iː k u
ndaɓɓa-ndariika;n d a ɓ ɓ a - n d a r iː k a
ndaɗɗudi;n d a ɗ ɗ u d i
ndaɗɗudi-ɓinndoore;n d a ɗ ɗ u d i - ɓ i n n d oː r e
ndaɗɗudu;n d a ɗ ɗ u d u
ndaggadaaku;n d a ɡ ɡ a d aː k u
ndagu;n d a ɡ u
ndakam;n d a k a m
ndakiwa;n d a k i w a
ndakowandiire;n d a k o w a n d iː r e
ndambugaawo;n d a m b u ɡ aː w o
ndamkoy;n d a m k o j
ndamndi;n d a m n d i
ndamnga;n d a m ŋ ɡ a
ndamngi;n d a m ŋ ɡ i
ndaneeri ɓoccoonde;n d a n eː r i   ɓ o c c oː n d e
ndaneeri yitere;n d a n eː r i   j i t e r e
ndaneeri-nyiinde;n d a n eː r i - n j iː n d e
ndanndorgal;n d a n n d o r ɡ a l
ndaraniiɓe ndeenaagu;n d a r a n iː ɓ e   n d eː n aː ɡ u
ndaraniiɗo partii;n d a r a n iː ɗ o   p a r t iː
ndaraniiɗo suudu baaba;n d a r a n iː ɗ o   s uː d u   b aː b a
ndaw;n d a w
nde;n d e
ndeelam;n d eː l a m
ndeen;n d eː n
ndeen kaa;n d eː n   k aː
ndeenaagu;n d eː n aː ɡ u
ndeenaagu kaane ɓii-aadama;n d eː n aː ɡ u   k aː n e   ɓ iː - aː d a m a
ndeenaagu piilki;n d eː n aː ɡ u   p iː l k i
ndeendi;n d eː n d i
ndeera;n d eː r a
ndeeraari1;n d eː r aː r i 1
ndeeraari2;n d eː r aː r i 2
ndeereeraaku;n d eː r eː r aː k u
ndefu;n d e f u
ndelbi;n d e l b i
ndelle;n d e l l e
Ndembi;n d e m b i
ndemri;n d e m r i
ndenɗiraagu;n d e n ɗ i r aː ɡ u
nder;n d e r
ndesa;n d e s a
ndewaaku;n d e w aː k u
ndewgu;n d e w ɡ u
ndewgu laamu;n d e w ɡ u   l aː m u
ndewtuɗo hooreejo;n d e w t u ɗ o   h oː r eː ɟ o
ndey;n d e j
nyonndorgel;n j o n n d o r ɡ e l
nyoodo;n j oː d o
nyoofaade;n j oː f aː d e
nyoofeede;n j oː f eː d e
nyoofude;n j oː f u d e
nyoore;n j oː r e
nyoraade;n j o r aː d e
nyorɓude;n j o r ɓ u d e
nyoƴƴude;n j o ʔʲ ʔʲ u d e
nyubbere;n j u b b e r e
nyuɗanaade;n j u ɗ a n aː d e
nyumndi;n j u m n d i
nyumre;n j u m r e
nyuunyu;n j uː n j u
ŋaalaade;ŋ aː l aː d e
ŋaalal;ŋ aː l a l
ŋaaleede;ŋ aː l eː d e
ŋaalitaade;ŋ aː l i t aː d e
ŋaalude;ŋ aː l u d e
ŋaancaade;ŋ aː n c aː d e
ŋaancaare;ŋ aː n c aː r e
ŋaanceede;ŋ aː n c eː d e
ŋaancude;ŋ aː n c u d e
ŋaancuwa;ŋ aː n c u w a
ŋaangude;ŋ aː ŋ ɡ u d e
ŋaaraade;ŋ aː r aː d e
ŋaareede;ŋ aː r eː d e
ŋaarnde;ŋ aː r n d e
ŋaarowal;ŋ aː r o w a l
ŋaarsaade;ŋ aː r s aː d e
ŋaarseede;ŋ aː r s eː d e
ŋaarsitaade;ŋ aː r s i t aː d e
ŋaarsude;ŋ aː r s u d e
ŋaaƴeede;ŋ aː ʔʲ eː d e
ŋaaƴude;ŋ aː ʔʲ u d e
ŋabbude;ŋ a b b u d e
ŋaccoy;ŋ a c c o j
ŋakke;ŋ a k k e
ŋakkere nguurey;ŋ a k k e r e   ŋ ɡ uː r e j
ŋaalaade;ŋ aː l aː d e
ŋaalal;ŋ aː l a l
ŋaaleede;ŋ aː l eː d e
ŋaalitaade;ŋ aː l i t aː d e
ŋaalude;ŋ aː l u d e
ŋaancaade;ŋ aː n c aː d e
ŋaancaare;ŋ aː n c aː r e
ŋaanceede;ŋ aː n c eː d e
ŋaancude;ŋ aː n c u d e
ŋaancuwa;ŋ aː n c u w a
ŋaangude;ŋ aː ŋ ɡ u d e
ŋaaraade;ŋ aː r aː d e
ŋaareede;ŋ aː r eː d e
ŋaarnde;ŋ aː r n d e
ŋaarowal;ŋ aː r o w a l
ŋaarsaade;ŋ aː r s aː d e
ŋaarseede;ŋ aː r s eː d e
ŋaarsitaade;ŋ aː r s i t aː d e
ŋaarsude;ŋ aː r s u d e
ŋaaƴeede;ŋ aː ʔʲ eː d e
ŋaaƴude;ŋ aː ʔʲ u d e
ŋabbude;ŋ a b b u d e
ŋaccoy;ŋ a c c o j
ŋakke;ŋ a k k e
ŋakkere nguurey;ŋ a k k e r e   ŋ ɡ uː r e j
ŋakkere ƴiiƴam ley tergal;ŋ a k k e r e   ʔʲ iː ʔʲ a m   l e j   t e r ɡ a l
ŋakkude;ŋ a k k u d e
ŋapitere;ŋ a p i t e r e
ŋappere;ŋ a p p e r e
ŋappiɗinde;ŋ a p p i ɗ i n d e
ŋappitere;ŋ a p p i t e r e
ŋappitinde;ŋ a p p i t i n d e
ŋappo;ŋ a p p o
ŋarɗinde;ŋ a r ɗ i n d e
ŋarɗinnde;ŋ a r ɗ i n n d e
ŋarɗude;ŋ a r ɗ u d e
ŋari;ŋ a r i
ŋaroŋaro;ŋ a r o ŋ a r o
ŋarraade;ŋ a r r aː d e
ŋarsaango;ŋ a r s aː ŋ ɡ o
ŋatooru;ŋ a t oː r u
ŋatude;ŋ a t u d e
ŋawlaade;ŋ a w l aː d e
ŋawlo;ŋ a w l o
ŋawlondirde;ŋ a w l o n d i r d e
ŋebbere;ŋ e b b e r e
ŋeɓotoondu;ŋ e ɓ o t oː n d u
ŋeccaade;ŋ e c c aː d e
ŋecce;ŋ e c c e
ŋeccuure;ŋ e c c uː r e
ŋeemaade;ŋ eː m aː d e
ŋeencaade;ŋ eː n c aː d e
ŋeenyo;ŋ eː n j o
ŋeeru;ŋ eː r u
ŋeesaade;ŋ eː s aː d e
ŋeetinde;ŋ eː t i n d e
ŋeetinnde;ŋ eː t i n n d e
ŋeetude;ŋ eː t u d e
ŋeewude;ŋ eː w u d e
ŋelde;ŋ e l d e
ŋelsude;ŋ e l s u d e
ŋenyol;ŋ e n j o l
ŋeppitere;ŋ e p p i t e r e
ŋeppitinde;ŋ e p p i t i n d e
ŋersitaade;ŋ e r s i t aː d e
ŋerƴinde;ŋ e r ʔʲ i n d e
ŋerƴondirde;ŋ e r ʔʲ o n d i r d e
ŋerƴude;ŋ e r ʔʲ u d e
ŋirfude;ŋ i r f u d e
ŋiti;ŋ i t i
ŋofinde;ŋ o f i n d e
ŋofude;ŋ o f u d e
ŋogude;ŋ o ɡ u d e
ŋomngu;ŋ o m ŋ ɡ u
ŋomsude;ŋ o m s u d e
ŋonɗi;ŋ o n ɗ i
ŋoŋgol;ŋ o ŋ ɡ o l
ŋoŋtude;ŋ o ŋ t u d e
ŋoŋude;ŋ o ŋ u d e
ŋooltaade;ŋ oː l t aː d e
ŋoolude;ŋ oː l u d e
ŋooraahi;ŋ oː r aː h i
ŋoornaade;ŋ oː r n aː d e
ŋoorude;ŋ oː r u d e
ŋoosude;ŋ oː s u d e
ŋooyre;ŋ oː j r e
ŋormaade;ŋ o r m aː d e
ŋotteede;ŋ o t t eː d e
ŋottinaade;ŋ o t t i n aː d e
ŋottineede;ŋ o t t i n eː d e
ŋottude;ŋ o t t u d e
ŋuccitinde;ŋ u c c i t i n d e
ŋurŋurtude;ŋ u r ŋ u r t u d e
ŋuu'aade;ŋ uː ʔ aː d e
ŋuusuuru;ŋ uː s uː r u
ŋuyɓaade;ŋ u j ɓ aː d e
ŋuylude;ŋ u j l u d e
o1;o 1
o2;o 2
o3;o 3
oɗon;o ɗ o n
oksijen;o k s i ɟ e n
olko;o l k o
olkude;o l k u d e
olowere;o l o w e r e
olude;o l u d e
olwere;o l w e r e
olwinde;o l w i n d e
omeede;o m eː d e
ommbirgal;o m m b i r ɡ a l
ommbitaade;o m m b i t aː d e
ommboode;o m m b oː d e
ommboogo;o m m b oː ɡ o
ommbude;o m m b u d e
omo;o m o
omre;o m r e
omtaade;o m t aː d e
omtirgal;o m t i r ɡ a l
omtude;o m t u d e
on1;o n 1
on2;o n 2
onndorowal;o n n d o r o w a l
o1;o 1
o2;o 2
o3;o 3
oɗon;o ɗ o n
oksijen;o k s i ɟ e n
olko;o l k o
olkude;o l k u d e
olowere;o l o w e r e
olude;o l u d e
olwere;o l w e r e
olwinde;o l w i n d e
omeede;o m eː d e
ommbirgal;o m m b i r ɡ a l
ommbitaade;o m m b i t aː d e
ommboode;o m m b oː d e
ommboogo;o m m b oː ɡ o
ommbude;o m m b u d e
omo;o m o
omre;o m r e
omtaade;o m t aː d e
omtirgal;o m t i r ɡ a l
omtude;o m t u d e
on1;o n 1
on2;o n 2
onndorowal;o n n d o r o w a l
onngude;o n ŋ ɡ u d e
onon1;o n o n 1
onon2;o n o n 2
ontaade;o n t aː d e
ontirgal;o n t i r ɡ a l
ontude;o n t u d e
onyaade;o n j aː d e
onyitaade;o n j i t aː d e
onyude;o n j u d e
oolɗinde;oː l ɗ i n d e
oolɗitinde;oː l ɗ i t i n d e
oolɗude;oː l ɗ u d e
oolol;oː l o l
ooncaade;oː n c aː d e
ooncude;oː n c u d e
oonude;oː n u d e
oonyude;oː n j u d e
oornude;oː r n u d e
oorude;oː r u d e
oppude;o p p u d e
or;o r
oral;o r a l
oransi;o r a n s i
oransiihi;o r a n s iː h i
ordinateer;o r d i n a t eː r
ordonansi;o r d o n a n s i
orgol;o r ɡ o l
ormitaade;o r m i t aː d e
ornondirde;o r n o n d i r d e
orol;o r o l
osi;o s i
oss;o s s
ottude;o t t u d e
owude;o w u d e
oye;o j e
oytere;o j t e r e
paaɓal;p aː ɓ a l
paalel;p aː l e l
paalel cille;p aː l e l   c i l l e
paamal;p aː m a l
paamiral;p aː m i r a l
paamu;p aː m u
paasaade;p aː s aː d e
paasiporo;p aː s i p o r o
paasorgal;p aː s o r ɡ a l
Paate;p aː t e
paateejo;p aː t eː ɟ o
paawngal;p aː w ŋ ɡ a l
paɓɓe;p a ɓ ɓ e
paca;p a c a
padaaladaa;p a d aː l a d aː
paddaaɗo;p a d d aː ɗ o
Paddan-Aram;p a d d a n - a r a m
paɗɗe;p a ɗ ɗ e
paɗe;p a ɗ e
paggorɗe;p a ɡ ɡ o r ɗ e
paggotooɗo mawɗo;p a ɡ ɡ o t oː ɗ o   m a w ɗ o
pagguri;p a ɡ ɡ u r i
pahaaku;p a h aː k u
paho;p a h o
pakati;p a k a t i
paaɓal;p aː ɓ a l
paalel;p aː l e l
paalel cille;p aː l e l   c i l l e
paamal;p aː m a l
paamiral;p aː m i r a l
paamu;p aː m u
paasaade;p aː s aː d e
paasiporo;p aː s i p o r o
paasorgal;p aː s o r ɡ a l
Paate;p aː t e
paateejo;p aː t eː ɟ o
paawngal;p aː w ŋ ɡ a l
paɓɓe;p a ɓ ɓ e
paca;p a c a
padaaladaa;p a d aː l a d aː
paddaaɗo;p a d d aː ɗ o
Paddan-Aram;p a d d a n - a r a m
paɗɗe;p a ɗ ɗ e
paɗe;p a ɗ e
paggorɗe;p a ɡ ɡ o r ɗ e
paggotooɗo mawɗo;p a ɡ ɡ o t oː ɗ o   m a w ɗ o
pagguri;p a ɡ ɡ u r i
pahaaku;p a h aː k u
paho;p a h o
pakati;p a k a t i
pakisaade;p a k i s aː d e
pakitaade;p a k i t aː d e
palal;p a l a l
palii;p a l iː
palingol;p a l i ŋ ɡ o l
palla-biitel;p a l l a - b iː t e l
pallabiitel;p a l l a b iː t e l
pallangal;p a l l a ŋ ɡ a l
pallangel danki;p a l l a ŋ ɡ e l   d a n k i
palol;p a l o l
palondirɗi;p a l o n d i r ɗ i
paltotooɗo;p a l t o t oː ɗ o
paltuɗo;p a l t u ɗ o
pamaraaku;p a m a r aː k u
pamaro;p a m a r o
pamarum;p a m a r u m
pamɗinirgel;p a m ɗ i n i r ɡ e l
pamɗuɗo miilo;p a m ɗ u ɗ o   m iː l o
pampaariire;p a m p aː r iː r e
pampantu;p a m p a n t u
panaade;p a n aː d e
pankaro;p a n k a r o
panndol;p a n n d o l
panndol cille;p a n n d o l   c i l l e
pannjamol;p a n n ɟ a m o l
panol;p a n o l
pantalo;p a n t a l o
pantuɗo bonnde;p a n t u ɗ o   b o n n d e
papay;p a p a j
pappattude;p a p p a t t u d e
paraade;p a r aː d e
Paran;p a r a n
parawol;p a r a w o l
parfen;p a r f e n
parlemaa;p a r l e m aː
parondirde;p a r o n d i r d e
parritiiɗo;p a r r i t iː ɗ o
parsel;p a r s e l
partaade;p a r t aː d e
parti;p a r t i
partii ɓuruɗo depittee en;p a r t iː   ɓ u r u ɗ o   d e p i t t eː   e n
partii gooto tilsuɗo;p a r t iː   ɡ oː t o   t i l s u ɗ o
partii mo wonanaa laamu;p a r t iː   m o   w o n a n aː   l aː m u
partii njogiiɗo laamu;p a r t iː   n ɟ o ɡ iː ɗ o   l aː m u
partii politikki;p a r t iː   p o l i t i k k i
parude;p a r u d e
pasii;p a s iː
pata;p a t a
pataade;p a t aː d e
pataaru;p a t aː r u
patamaari;p a t a m aː r i
patanti;p a t a n t i
patoron;p a t o r o n
pattawol;p a t t a w o l
pattuki;p a t t u k i
pawdi;p a w d i
pay;p a j
payanɗe;p a j a n ɗ e
peccal;p e c c a l
pecce;p e c c e
peccugol;p e c c u ɡ o l
peccungol;p e c c u ŋ ɡ o l
peɗeeli;p e ɗ eː l i
peɗeendu;p e ɗ eː n d u
peɗi;p e ɗ i
peɗnal;p e ɗ n a l
peɗnugol;p e ɗ n u ɡ o l
peɗooɗe;p e ɗ oː ɗ e
peecu;p eː c u
peeɗeengu;p eː ɗ eː ŋ ɡ u
peeruɗo;p eː r u ɗ o
pees-a;p eː s - a
peesaade;p eː s aː d e
peesagol1;p eː s a ɡ o l 1
peesagol2;p eː s a ɡ o l 2
peesgol;p eː s ɡ o l
peesirgal;p eː s i r ɡ a l
peetu;p eː t u
peewal;p eː w a l
peewngol;p eː w ŋ ɡ o l
peewol;p eː w o l
pegujam;p e ɡ u ɟ a m
peguuhi;p e ɡ uː h i
peguure;p e ɡ uː r e
pekkorɗo;p e k k o r ɗ o
pel;p e l
peleede;p e l eː d e
pellel;p e l l e l
pelli;p e l l i
pelniiɗo;p e l n iː ɗ o
pelnyaali;p e l n j aː l i
pelooje;p e l oː ɟ e
pempete;p e m p e t e
pendel;p e n d e l
pene;p e n e
pengel;p e ŋ ɡ e l
pennal;p e n n a l
Pennda;p e n n d a
penndaajo;p e n n d aː ɟ o
Penndo;p e n n d o
penoowo;p e n oː w o
penyaare;p e n j aː r e
peŋelel;p e ŋ e l e l
peral;p e r a l
pere;p e r e
perefe;p e r e f e
perfee;p e r f eː
perfektir;p e r f e k t i r
perfijon;p e r f i ɟ o n
perge;p e r ɡ e
perol;p e r o l
perre;p e r r e
Persi;p e r s i
persidan;p e r s i d a n
persilli;p e r s i l l i
Persinkoore;p e r s i n k oː r e
peruɗo;p e r u ɗ o
pesagol;p e s a ɡ o l
pesal;p e s a l
pesal daringal;p e s a l   d a r i ŋ ɡ a l
pesal dow;p e s a l   d o w
pesal tiba;p e s a l   t i b a
pesal-palingal;p e s a l - p a l i ŋ ɡ a l
pese;p e s e
pesimaade;p e s i m aː d e
pesimagol;p e s i m a ɡ o l
pesogal1;p e s o ɡ a l 1
pesogal2;p e s o ɡ a l 2
pesooɗe;p e s oː ɗ e
pesooɗe yeeso;p e s oː ɗ e   j eː s o
pesti;p e s t i
pet;p e t
pete;p e t e
petel;p e t e l
petoron;p e t o r o n
pettel;p e t t e l
peƴƴol;p e ʔʲ ʔʲ o l
pibine;p i b i n e
piɓe;p i ɓ e
piɓtugol;p i ɓ t u ɡ o l
piccal;p i c c a l
piccal dow;p i c c a l   d o w
piccitel;p i c c i t e l
piɗe;p i ɗ e
piɗooyel;p i ɗ oː j e l
piiɗe;p iː ɗ e
piilki;p iː l k i
piilndi-reedu;p iː l n d i - r eː d u
piilol1;p iː l o l 1
piilol2;p iː l o l 2
piilol leɗɗe joorɗe;p iː l o l   l e ɗ ɗ e   ɟ oː r ɗ e
piinaade;p iː n aː d e
piinndi;p iː n n d i
piirooha;p iː r oː h a
piiroohoy;p iː r oː h o j
piirooje;p iː r oː ɟ e
piirtol;p iː r t o l
piirugal maasa;p iː r u ɡ a l   m aː s a
piisirɗi;p iː s i r ɗ i
piisum;p iː s u m
pijoowo;p i ɟ oː w o
pikkaal;p i k k aː l
pikkal;p i k k a l
pilil;p i l i l
pillitol;p i l l i t o l
pinaade;p i n aː d e
pinal;p i n a l
Pinehas;p i n e h a s
pinii;p i n iː
pinirgal;p i n i r ɡ a l
pinirgal caataangal;p i n i r ɡ a l   c aː t aː ŋ ɡ a l
pinndi;p i n n d i
pinpingal;p i n p i ŋ ɡ a l
pintoori;p i n t oː r i
pippittude;p i p p i t t u d e
pirlilgol;p i r l i l ɡ o l
pitipata;p i t i p a t a
pittel;p i t t e l
pittirɗi;p i t t i r ɗ i
piwlol;p i w l o l
piyanɗe;p i j a n ɗ e
Piyer;p i j e r
pobbi;p o b b i
podooje;p o d oː ɟ e
poɗo;p o ɗ o
pogoluwol;p o ɡ o l u w o l
pogowol;p o ɡ o w o l
pokooru;p o k oː r u
polaɓala;p o l a ɓ a l a
poliisi;p o l iː s i
poliisi maa jandarma lugotooɗo fadde sariya e tefeede;p o l iː s i   m aː   ɟ a n d a r m a   l u ɡ o t oː ɗ o   f a d d e   s a r i j a   e   t e f eː d e
poliisiire;p o l iː s iː r e
polimiyeelitti;p o l i m i j eː l i t t i
polintikki;p o l i n t i k k i
politikki;p o l i t i k k i
politikki kaɓɓondiral hakkunde njenndi e njenndi;p o l i t i k k i   k a ɓ ɓ o n d i r a l   h a k k u n d e   n ɟ e n n d i   e   n ɟ e n n d i
poliyo;p o l i j o
polle;p o l l e
pollol;p o l l o l
pompaade;p o m p aː d e
pompi;p o m p i
pompi ndiyam;p o m p i   n d i j a m
pompi teere;p o m p i   t eː r e
pompol;p o m p o l
pon;p o n
pongudaahi;p o ŋ ɡ u d aː h i
ponndecfiiji gese mawɗe;p o n n d e c f iː ɟ i   ɡ e s e   m a w ɗ e
ponndirgal;p o n n d i r ɡ a l
ponndirgol;p o n n d i r ɡ o l
ponndol;p o n n d o l
pontaare;p o n t aː r e
ponte;p o n t e
pontiire;p o n t iː r e
poo;p oː
poocciingol;p oː c c iː ŋ ɡ o l
poofaali;p oː f aː l i
poofirgel;p oː f i r ɡ e l
pooguuhi;p oː ɡ uː h i
pooguuho;p oː ɡ uː h o
pooguure;p oː ɡ uː r e
poole;p oː l e
poolel boɓi;p oː l e l   b o ɓ i
poolel garuuje;p oː l e l   ɡ a r uː ɟ e
pooli;p oː l i
pooli ladde eggooji;p oː l i   l a d d e   e ɡ ɡ oː ɟ i
puƴe;p u ʔʲ e
puƴel;p u ʔʲ e l
raaɓaa;r aː ɓ aː
raaɓondirgol;r aː ɓ o n d i r ɡ o l
raaɓude;r aː ɓ u d e
raaɓugol;r aː ɓ u ɡ o l
Raajibimawndu;r aː ɟ i b i m a w n d u
raande;r aː n d e
raaynde;r aː j n d e
rabilla;r a b i l l a
raɓɓiɗannde;r a ɓ ɓ i ɗ a n n d e
raɓɓiɗi;r a ɓ ɓ i ɗ i
raɓɓiɗinde;r a ɓ ɓ i ɗ i n d e
raɓɓinɗinde;r a ɓ ɓ i n ɗ i n d e
raɓɓinɗinnde;r a ɓ ɓ i n ɗ i n n d e
raɓɓuɓe;r a ɓ ɓ u ɓ e
raɗaade;r a ɗ aː d e
rafeede;r a f eː d e
rafi;r a f i
rafi ɓii-leydiyankaaku;r a f i   ɓ iː - l e j d i j a n k aː k u
rafi ɓurdinal;r a f i   ɓ u r d i n a l
rafi dawrugol;r a f i   d a w r u ɡ o l
rafi heɓude laamu aranan;r a f i   h e ɓ u d e   l aː m u   a r a n a n
rafi hiiseede;r a f i   h iː s eː d e
rafi hooraaku leydi;r a f i   h oː r aː k u   l e j d i
rafi jannde;r a f i   ɟ a n n d e
rafi janngugol;r a f i   ɟ a n ŋ ɡ u ɡ o l
raaɓaa;r aː ɓ aː
raaɓondirgol;r aː ɓ o n d i r ɡ o l
raaɓude;r aː ɓ u d e
raaɓugol;r aː ɓ u ɡ o l
Raajibimawndu;r aː ɟ i b i m a w n d u
raande;r aː n d e
raaynde;r aː j n d e
rabilla;r a b i l l a
raɓɓiɗannde;r a ɓ ɓ i ɗ a n n d e
raɓɓiɗi;r a ɓ ɓ i ɗ i
raɓɓiɗinde;r a ɓ ɓ i ɗ i n d e
raɓɓinɗinde;r a ɓ ɓ i n ɗ i n d e
raɓɓinɗinnde;r a ɓ ɓ i n ɗ i n n d e
